application_id,start_date,completion_date,city
10034139,2018-12-26T00:49:06.945Z,,Atlanta
10034140,2018-12-26T00:57:17.174Z,,Atlanta
10034141,2018-12-26T07:46:13.637Z,2018-12-26T08:10:33.478Z,Los Angeles
10034142,2018-12-26T11:43:30.580Z,,Atlanta
10034143,2018-12-26T14:28:31.157Z,2018-12-26T21:38:09.727Z,Atlanta
10034144,2018-12-26T17:47:58.460Z,2018-12-28T08:50:37.944Z,Atlanta
10034145,2018-12-26T18:07:57.043Z,,Chicago
10034146,2018-12-26T18:18:02.501Z,2018-12-26T18:42:06.723Z,Chicago
10034147,2018-12-26T18:49:20.494Z,,Los Angeles
10034148,2018-12-26T18:59:40.599Z,,Los Angeles
10034149,2018-12-26T20:17:40.799Z,2018-12-26T21:12:28.869Z,Los Angeles
10034150,2018-12-26T20:59:27.502Z,,Atlanta
10034151,2018-12-26T21:55:47.187Z,2018-12-26T22:19:40.272Z,Chicago
10034152,2018-12-26T23:08:51.026Z,,Chicago
10034153,2018-12-27T01:01:23.500Z,,Atlanta
10034154,2018-12-27T02:06:13.839Z,2018-12-27T02:51:00.073Z,Chicago
10034155,2018-12-27T05:21:35.713Z,2018-12-27T05:38:39.420Z,Los Angeles
10034156,2018-12-27T05:25:02.922Z,2018-12-27T05:41:50.352Z,Chicago
10034157,2018-12-27T05:31:28.599Z,,Los Angeles
10034158,2018-12-27T10:36:03.129Z,2018-12-27T10:44:38.898Z,Atlanta
10034161,2018-12-27T14:59:30.868Z,2018-12-27T15:22:56.434Z,Atlanta
10034162,2018-12-27T16:51:01.402Z,,Chicago
10034163,2018-12-27T17:24:31.158Z,2018-12-27T18:53:36.155Z,Chicago
10034164,2018-12-27T17:56:45.384Z,,Atlanta
10034165,2018-12-27T18:17:49.634Z,2018-12-27T18:33:51.698Z,Atlanta
10034166,2018-12-27T18:33:59.834Z,2018-12-27T18:58:59.882Z,Los Angeles
10034167,2018-12-27T18:51:09.307Z,,Atlanta
10034169,2018-12-27T20:22:44.758Z,,Los Angeles
10034170,2018-12-27T20:23:26.626Z,2018-12-27T20:54:29.687Z,Chicago
10034171,2018-12-27T21:21:07.115Z,2018-12-27T22:06:37.301Z,Chicago
10034172,2018-12-27T21:54:44.306Z,,Chicago
10034173,2018-12-27T22:33:26.953Z,2019-01-15T17:32:16.638Z,Chicago
10034174,2018-12-27T22:49:46.467Z,2019-04-22T23:15:18.593Z,Atlanta
10034175,2018-12-28T00:35:47.776Z,2019-08-07T22:01:02.708Z,Chicago
10034176,2018-12-28T01:20:53.473Z,,Los Angeles
10034177,2018-12-28T02:28:15.951Z,2018-12-28T02:51:19.800Z,Atlanta
10034178,2018-12-28T03:21:05.943Z,2018-12-28T22:06:20.327Z,Atlanta
10034179,2018-12-28T04:21:07.711Z,,Chicago
10034180,2018-12-28T04:23:59.325Z,2018-12-28T04:38:17.680Z,Atlanta
10034181,2018-12-28T04:38:47.055Z,,Chicago
10034182,2018-12-28T05:46:21.656Z,2019-08-22T20:48:15.642Z,Atlanta
10034183,2018-12-28T06:02:05.096Z,,Los Angeles
10034184,2018-12-28T08:37:50.657Z,2018-12-28T09:01:35.667Z,Los Angeles
10034185,2018-12-28T11:49:50.066Z,,Los Angeles
10034186,2018-12-28T12:06:08.743Z,,Los Angeles
10034187,2018-12-28T12:27:39.068Z,2018-12-28T12:56:55.043Z,Chicago
10034189,2018-12-28T14:25:52.081Z,2018-12-28T14:47:58.045Z,Atlanta
10034190,2018-12-28T14:38:20.935Z,2018-12-28T15:02:31.928Z,Atlanta
10034191,2018-12-28T15:33:26.034Z,2019-04-26T20:15:28.519Z,Atlanta
10034192,2018-12-28T15:52:25.723Z,2018-12-28T16:10:09.790Z,Chicago
10034193,2018-12-28T17:12:50.224Z,,Atlanta
10034194,2018-12-28T17:37:29.559Z,2018-12-30T22:07:14.306Z,Chicago
10034195,2018-12-28T18:08:29.011Z,2018-12-28T18:53:08.898Z,Los Angeles
10034196,2018-12-28T19:53:13.007Z,2018-12-28T20:05:07.499Z,Chicago
10034197,2018-12-28T19:55:11.485Z,2018-12-28T20:23:36.813Z,Chicago
10034198,2018-12-28T20:17:50.070Z,,Los Angeles
10034199,2018-12-28T21:03:40.413Z,2019-01-08T01:08:37.997Z,Chicago
10034200,2018-12-28T21:17:53.112Z,2018-12-28T21:47:07.394Z,Chicago
10034201,2018-12-28T21:34:10.181Z,,Atlanta
10034203,2018-12-28T22:04:14.801Z,2018-12-28T22:45:42.377Z,Los Angeles
10034204,2018-12-28T22:29:15.687Z,2019-12-13T21:35:06.301Z,Atlanta
10034205,2018-12-28T22:29:18.511Z,2018-12-28T22:59:11.848Z,Los Angeles
10034206,2018-12-29T00:03:45.967Z,,Los Angeles
10034207,2018-12-29T00:23:26.501Z,2018-12-29T00:54:32.477Z,Los Angeles
10034208,2018-12-29T00:48:45.410Z,2018-12-29T01:43:02.936Z,Chicago
10034209,2018-12-29T00:56:02.988Z,,Chicago
10034210,2018-12-29T01:15:48.490Z,2018-12-29T01:37:39.714Z,Chicago
10034211,2018-12-29T01:38:13.379Z,,Chicago
10034212,2018-12-29T02:39:36.623Z,2018-12-29T02:56:03.726Z,Atlanta
10034213,2018-12-29T02:46:54.205Z,2018-12-29T15:54:14.660Z,Chicago
10034215,2018-12-29T03:17:56.939Z,2019-09-08T01:37:39.710Z,Chicago
10034216,2018-12-29T06:05:04.101Z,,Atlanta
10034217,2018-12-29T08:57:58.984Z,,Los Angeles
10034218,2018-12-29T15:01:51.979Z,,Chicago
10034219,2018-12-29T15:39:55.152Z,,Atlanta
10034220,2018-12-29T16:47:28.912Z,2018-12-29T17:09:29.452Z,Atlanta
10034221,2018-12-29T16:53:56.761Z,,Chicago
10034222,2018-12-29T17:24:47.092Z,2018-12-30T16:05:43.977Z,Chicago
10034223,2018-12-29T17:25:38.077Z,,Atlanta
10034224,2018-12-29T19:22:36.818Z,2018-12-29T19:52:06.393Z,Los Angeles
10034225,2018-12-29T20:45:59.069Z,,Los Angeles
10034226,2018-12-29T20:49:41.650Z,,Chicago
10034227,2018-12-29T21:06:46.840Z,,Los Angeles
10034228,2018-12-29T21:16:45.449Z,2018-12-30T02:42:23.327Z,Los Angeles
10034229,2018-12-29T21:56:50.018Z,2018-12-29T22:10:58.393Z,Chicago
10034230,2018-12-29T22:16:46.631Z,,Atlanta
10034231,2018-12-29T22:33:31.496Z,,Chicago
10034232,2018-12-29T22:42:04.516Z,2018-12-31T00:48:56.423Z,Chicago
10034233,2018-12-29T22:46:56.939Z,2018-12-29T23:17:07.094Z,Atlanta
10034234,2018-12-29T22:56:44.055Z,2018-12-29T23:29:55.594Z,Atlanta
10034235,2018-12-29T23:42:48.536Z,,Los Angeles
10034236,2018-12-29T23:54:09.388Z,2018-12-30T00:12:39.790Z,Atlanta
10034237,2018-12-30T00:47:34.778Z,,Chicago
10034239,2018-12-30T06:42:11.232Z,,Los Angeles
10034240,2018-12-30T07:29:15.369Z,,Los Angeles
10034241,2018-12-30T15:12:36.611Z,2018-12-30T15:43:58.910Z,Chicago
10034242,2018-12-30T15:37:40.376Z,,Atlanta
10034244,2018-12-30T18:31:36.883Z,,Atlanta
10034245,2018-12-30T18:34:17.751Z,2018-12-30T19:11:19.555Z,Los Angeles
10034246,2018-12-30T18:55:14.910Z,,Chicago
10034247,2018-12-30T19:07:20.157Z,2018-12-30T19:35:09.681Z,Atlanta
10034249,2018-12-30T22:00:30.973Z,,Atlanta
10034250,2018-12-30T22:05:54.883Z,,Los Angeles
10034251,2018-12-30T22:11:57.436Z,2018-12-30T22:32:30.626Z,Chicago
10034252,2018-12-30T22:13:57.481Z,,Atlanta
10034253,2018-12-30T22:39:26.771Z,,Los Angeles
10034254,2018-12-30T23:06:05.296Z,,Los Angeles
10034256,2018-12-31T04:22:56.241Z,2019-01-04T03:31:22.343Z,Chicago
10034257,2018-12-31T05:31:35.282Z,2018-12-31T05:55:37.879Z,Atlanta
10034258,2018-12-31T07:29:40.365Z,,Atlanta
10034259,2018-12-31T10:31:49.695Z,,Atlanta
10034260,2018-12-31T11:46:26.380Z,2018-12-31T12:06:06.281Z,Atlanta
10034261,2018-12-31T11:59:08.972Z,,Atlanta
10034262,2018-12-31T17:47:55.998Z,,Atlanta
10034263,2018-12-31T19:22:32.666Z,2018-12-31T20:59:52.696Z,Los Angeles
10034264,2018-12-31T20:19:30.554Z,2019-01-03T08:59:14.774Z,Chicago
10034265,2018-12-31T20:51:48.418Z,2018-12-31T21:10:17.488Z,Chicago
10034266,2018-12-31T21:23:09.603Z,2018-12-31T21:37:34.895Z,Chicago
10034267,2019-01-01T00:07:31.553Z,2019-01-08T08:46:00.288Z,Los Angeles
10034268,2019-01-01T06:39:28.062Z,2019-01-01T07:01:09.821Z,Atlanta
10034269,2019-01-01T06:44:45.500Z,,Atlanta
10034270,2019-01-01T07:09:58.105Z,,Atlanta
10034271,2019-01-01T08:29:34.660Z,2019-01-01T08:57:47.905Z,Los Angeles
10034272,2019-01-01T09:30:27.719Z,2019-01-01T09:48:31.596Z,Los Angeles
10034273,2019-01-01T10:05:13.851Z,2019-01-01T10:26:55.922Z,Los Angeles
10034274,2019-01-01T14:00:47.396Z,2019-01-01T14:17:52.419Z,Chicago
10034275,2019-01-01T16:28:55.575Z,2019-01-01T20:41:55.509Z,Los Angeles
10034276,2019-01-01T16:59:34.793Z,2019-01-01T17:20:08.465Z,Chicago
10034277,2019-01-01T18:40:00.607Z,,Atlanta
10034278,2019-01-01T18:52:34.148Z,,Chicago
10034279,2019-01-01T18:59:41.266Z,2019-01-01T19:27:00.398Z,Atlanta
10034280,2019-01-01T19:41:13.234Z,2019-01-01T20:18:01.755Z,Atlanta
10034282,2019-01-02T01:25:07.284Z,2019-08-26T08:22:39.293Z,Atlanta
10034283,2019-01-02T01:55:35.176Z,2019-01-02T04:48:28.353Z,Los Angeles
10034284,2019-01-02T02:02:06.440Z,,Los Angeles
10034285,2019-01-02T02:20:39.514Z,2019-01-02T02:42:35.801Z,Chicago
10034286,2019-01-02T03:16:01.729Z,2019-01-02T03:41:44.878Z,Chicago
10034287,2019-01-02T04:27:26.997Z,2019-01-02T04:51:30.841Z,Chicago
10034288,2019-01-02T06:23:44.271Z,,Atlanta
10034289,2019-01-02T07:04:50.942Z,2019-01-02T07:18:35.124Z,Chicago
10034290,2019-01-02T07:22:17.388Z,2019-01-02T07:36:44.206Z,Los Angeles
10034291,2019-01-02T12:02:29.186Z,2019-01-02T12:29:14.394Z,Atlanta
10034292,2019-01-02T13:29:21.754Z,2020-02-24T13:19:43.701Z,Chicago
10034293,2019-01-02T14:55:43.393Z,2019-01-02T15:52:43.398Z,Los Angeles
10034294,2019-01-02T15:08:18.338Z,2019-01-02T15:34:49.982Z,Chicago
10034295,2019-01-02T15:11:35.277Z,2019-01-02T15:44:31.127Z,Atlanta
10034296,2019-01-02T15:25:38.645Z,2019-01-02T15:49:56.178Z,Chicago
10034297,2019-01-02T15:51:33.718Z,2019-01-02T16:13:08.353Z,Chicago
10034298,2019-01-02T16:06:48.907Z,,Chicago
10034299,2019-01-02T16:16:15.981Z,,Chicago
10034300,2019-01-02T16:50:57.990Z,,Atlanta
10034301,2019-01-02T17:40:55.209Z,2019-08-14T16:35:00.839Z,Atlanta
10034302,2019-01-02T18:08:33.399Z,2019-01-02T18:27:52.384Z,Los Angeles
10034303,2019-01-02T18:12:12.602Z,,Atlanta
10034304,2019-01-02T18:23:24.606Z,,Atlanta
10034305,2019-01-02T18:28:09.741Z,2019-01-02T19:13:07.786Z,Chicago
10034306,2019-01-02T18:45:21.167Z,2019-01-02T19:25:16.594Z,Chicago
10034307,2019-01-02T19:04:43.909Z,2019-10-04T10:33:12.733Z,Atlanta
10034308,2019-01-02T19:21:55.964Z,,Los Angeles
10034309,2019-01-02T20:07:12.620Z,2019-05-31T15:59:49.566Z,Chicago
10034310,2019-01-02T20:35:38.171Z,,Chicago
10034311,2019-01-02T20:38:02.492Z,2019-01-02T21:39:24.098Z,Chicago
10034312,2019-01-02T21:56:46.988Z,2019-01-02T22:12:41.238Z,Chicago
10034313,2019-01-02T21:59:02.463Z,2019-01-02T22:30:31.843Z,Los Angeles
10034314,2019-01-02T22:57:59.936Z,2019-01-02T23:14:01.546Z,Atlanta
10034315,2019-01-02T23:10:17.645Z,2019-01-03T00:50:04.475Z,Atlanta
10034316,2019-01-02T23:15:43.496Z,2019-02-06T21:23:47.706Z,Chicago
10034317,2019-01-03T00:24:25.390Z,2019-01-03T00:50:24.694Z,Atlanta
10034318,2019-01-03T01:07:52.731Z,,Atlanta
10034319,2019-01-03T01:14:26.687Z,2019-01-03T01:55:11.935Z,Los Angeles
10034320,2019-01-03T01:26:50.903Z,,Chicago
10034321,2019-01-03T01:56:51.701Z,,Chicago
10034322,2019-01-03T02:25:33.874Z,2019-09-13T22:04:42.616Z,Chicago
10034323,2019-01-03T04:25:30.106Z,,Los Angeles
10034324,2019-01-03T05:14:38.150Z,,Chicago
10034325,2019-01-03T05:17:45.350Z,,Los Angeles
10034326,2019-01-03T05:32:33.518Z,,Atlanta
10034327,2019-01-03T06:09:20.781Z,2019-02-13T04:22:41.960Z,Atlanta
10034328,2019-01-03T06:44:58.550Z,2019-01-03T07:16:13.684Z,Los Angeles
10034329,2019-01-03T07:50:37.024Z,2019-01-03T22:05:15.200Z,Chicago
10034330,2019-01-03T08:33:38.825Z,2019-01-03T09:03:53.303Z,Chicago
10034332,2019-01-03T13:18:28.762Z,,Atlanta
10034333,2019-01-03T14:31:48.274Z,2019-01-03T15:14:05.000Z,Atlanta
10034334,2019-01-03T14:46:07.715Z,,Atlanta
10034335,2019-01-03T15:55:09.510Z,2019-01-03T16:17:40.980Z,Los Angeles
10034336,2019-01-03T16:51:09.262Z,,Atlanta
10034337,2019-01-03T17:13:13.856Z,,Chicago
10034338,2019-01-03T17:39:42.573Z,2019-01-03T18:07:20.037Z,Los Angeles
10034339,2019-01-03T17:45:27.207Z,2019-01-03T17:57:49.547Z,Chicago
10034340,2019-01-03T19:11:44.984Z,,Atlanta
10034341,2019-01-03T19:33:27.690Z,2019-01-03T20:44:53.793Z,Los Angeles
10034342,2019-01-03T19:43:51.055Z,2019-01-03T20:37:36.274Z,Atlanta
10034343,2019-01-03T20:10:17.620Z,,Atlanta
10034344,2019-01-03T21:18:40.429Z,,Atlanta
10034345,2019-01-03T21:25:00.391Z,,Los Angeles
10034346,2019-01-03T22:20:33.787Z,2019-01-03T22:46:23.842Z,Los Angeles
10034347,2019-01-03T22:41:08.505Z,2019-01-03T23:11:48.360Z,Los Angeles
10034348,2019-01-03T23:07:24.307Z,2019-01-04T00:05:20.617Z,Los Angeles
10034349,2019-01-03T23:12:33.994Z,2019-01-03T23:39:16.986Z,Atlanta
10034350,2019-01-03T23:14:33.302Z,2019-01-04T00:05:53.843Z,Chicago
10034351,2019-01-03T23:20:20.426Z,2019-01-04T00:18:23.189Z,Atlanta
10034352,2019-01-03T23:35:00.739Z,,Los Angeles
10034353,2019-01-03T23:42:04.600Z,,Chicago
10034354,2019-01-03T23:55:49.065Z,2019-01-04T00:20:07.967Z,Chicago
10034355,2019-01-04T00:03:12.015Z,2019-01-04T00:37:36.614Z,Atlanta
10034356,2019-01-04T00:05:27.949Z,,Chicago
10034357,2019-01-04T01:17:24.738Z,2019-01-04T19:43:39.654Z,Los Angeles
10034358,2019-01-04T01:20:22.994Z,2019-01-04T01:45:43.279Z,Atlanta
10034359,2019-01-04T01:24:28.525Z,2019-01-04T01:43:17.008Z,Los Angeles
10034360,2019-01-04T01:41:21.538Z,,Chicago
10034361,2019-01-04T02:59:15.108Z,,Los Angeles
10034362,2019-01-04T03:11:28.382Z,2019-01-04T03:46:08.474Z,Los Angeles
10034363,2019-01-04T03:45:21.537Z,2019-01-05T02:06:31.899Z,Atlanta
10034364,2019-01-04T04:21:38.548Z,2019-01-08T02:44:23.388Z,Los Angeles
10034365,2019-01-04T04:23:47.254Z,,Los Angeles
10034366,2019-01-04T05:24:08.051Z,2019-01-04T05:49:27.149Z,Los Angeles
10034367,2019-01-04T07:06:13.959Z,2019-01-04T07:39:39.738Z,Los Angeles
10034368,2019-01-04T07:25:08.893Z,2019-01-04T08:05:11.518Z,Los Angeles
10034369,2019-01-04T11:52:17.100Z,,Chicago
10034370,2019-01-04T13:36:18.851Z,,Los Angeles
10034371,2019-01-04T14:52:07.122Z,2019-01-04T15:31:24.261Z,Los Angeles
10034372,2019-01-04T16:24:43.827Z,,Atlanta
10034373,2019-01-04T16:25:48.135Z,2019-01-04T16:54:45.183Z,Atlanta
10034374,2019-01-04T16:59:53.719Z,2019-01-04T17:30:22.591Z,Chicago
10034375,2019-01-04T18:26:41.459Z,,Atlanta
10034376,2019-01-04T19:16:46.067Z,2019-01-06T23:41:59.868Z,Atlanta
10034377,2019-01-04T19:20:00.431Z,,Atlanta
10034378,2019-01-04T19:33:38.103Z,2019-01-04T19:40:35.059Z,Los Angeles
10034379,2019-01-04T20:58:53.034Z,,Atlanta
10034380,2019-01-04T21:00:18.463Z,2019-01-04T21:51:51.441Z,Chicago
10034381,2019-01-04T21:25:25.448Z,,Los Angeles
10034382,2019-01-04T21:34:20.399Z,2019-01-04T22:11:44.576Z,Chicago
10034383,2019-01-04T21:51:11.002Z,,Atlanta
10034384,2019-01-04T22:22:49.185Z,,Atlanta
10034385,2019-01-04T22:25:25.855Z,,Atlanta
10034386,2019-01-04T22:35:45.821Z,,Chicago
10034387,2019-01-04T23:25:06.839Z,,Chicago
10034388,2019-01-04T23:39:13.776Z,,Chicago
10034389,2019-01-04T23:54:20.676Z,2019-01-05T02:30:35.803Z,Chicago
10034390,2019-01-05T00:07:23.955Z,2019-10-03T02:22:23.553Z,Atlanta
10034391,2019-01-05T01:31:10.002Z,,Atlanta
10034392,2019-01-05T02:40:44.687Z,2019-01-05T03:13:01.084Z,Los Angeles
10034393,2019-01-05T05:05:51.012Z,2019-01-05T05:59:01.374Z,Atlanta
10034394,2019-01-05T08:21:22.466Z,2019-01-05T08:34:32.997Z,Los Angeles
10034395,2019-01-05T11:00:18.489Z,2019-01-05T11:20:29.803Z,Atlanta
10034396,2019-01-05T11:20:25.770Z,2019-01-05T11:32:09.162Z,Atlanta
10034397,2019-01-05T14:33:16.921Z,2019-01-05T15:05:20.012Z,Atlanta
10034398,2019-01-05T14:49:54.819Z,,Atlanta
10034399,2019-01-05T14:53:27.706Z,,Atlanta
10034400,2019-01-05T15:44:43.988Z,2019-01-05T16:33:36.898Z,Los Angeles
10034402,2019-01-05T17:56:32.406Z,2019-01-05T20:16:33.555Z,Chicago
10034403,2019-01-05T18:55:03.836Z,,Atlanta
10034404,2019-01-05T20:26:20.412Z,,Atlanta
10034405,2019-01-05T20:56:19.247Z,,Atlanta
10034406,2019-01-05T22:30:35.447Z,2020-02-07T20:54:24.467Z,Atlanta
10034407,2019-01-05T22:34:36.751Z,2019-01-05T22:53:29.990Z,Chicago
10034408,2019-01-05T23:10:46.968Z,2019-01-05T23:23:14.806Z,Atlanta
10034409,2019-01-06T00:16:37.276Z,2019-01-06T00:34:26.076Z,Atlanta
10034410,2019-01-06T02:24:44.543Z,,Atlanta
10034411,2019-01-06T06:33:07.669Z,2019-01-06T06:55:12.419Z,Atlanta
10034412,2019-01-06T06:33:55.974Z,2019-01-06T06:50:40.140Z,Los Angeles
10034413,2019-01-06T08:49:22.136Z,,Los Angeles
10034414,2019-01-06T13:23:06.396Z,,Atlanta
10034415,2019-01-06T15:30:56.536Z,2019-01-06T15:50:53.880Z,Atlanta
10034416,2019-01-06T17:05:03.429Z,2019-01-06T17:22:20.494Z,Los Angeles
10034417,2019-01-06T18:06:22.600Z,,Atlanta
10034418,2019-01-06T19:32:55.475Z,,Chicago
10034419,2019-01-06T19:35:33.655Z,2019-01-06T20:04:25.219Z,Atlanta
10034420,2019-01-06T20:54:58.689Z,2019-01-07T02:23:33.324Z,Atlanta
10034421,2019-01-06T22:03:06.736Z,,Atlanta
10034422,2019-01-06T22:31:56.593Z,,Chicago
10034423,2019-01-06T22:43:03.007Z,,Chicago
10034424,2019-01-06T22:43:47.114Z,2019-01-06T23:04:20.424Z,Atlanta
10034425,2019-01-06T23:49:55.060Z,2019-01-07T00:18:50.059Z,Los Angeles
10034426,2019-01-07T00:38:46.142Z,2019-01-07T00:58:02.831Z,Los Angeles
10034427,2019-01-07T01:19:01.872Z,2019-01-07T01:39:53.520Z,Atlanta
10034428,2019-01-07T02:17:50.163Z,2019-01-07T04:25:11.221Z,Los Angeles
10034429,2019-01-07T02:23:03.889Z,2019-01-07T03:10:10.827Z,Los Angeles
10034430,2019-01-07T02:29:08.774Z,2019-10-08T14:25:35.702Z,Atlanta
10034431,2019-01-07T03:27:42.271Z,2019-01-07T03:58:26.745Z,Chicago
10034432,2019-01-07T04:13:53.457Z,,Atlanta
10034433,2019-01-07T04:14:41.184Z,2019-01-07T05:08:10.365Z,Atlanta
10034434,2019-01-07T06:43:08.822Z,,Los Angeles
10034435,2019-01-07T08:34:17.391Z,2019-01-07T08:54:40.175Z,Atlanta
10034436,2019-01-07T13:19:46.137Z,2019-01-07T13:41:12.655Z,Atlanta
10034437,2019-01-07T13:24:52.320Z,2019-01-07T13:44:05.956Z,Chicago
10034438,2019-01-07T13:45:08.898Z,2019-01-07T18:59:40.154Z,Atlanta
10034439,2019-01-07T14:11:48.253Z,2019-11-14T17:23:55.275Z,Chicago
10034440,2019-01-07T15:25:30.323Z,,Atlanta
10034441,2019-01-07T15:46:39.751Z,,Chicago
10034442,2019-01-07T16:44:21.308Z,,Chicago
10034443,2019-01-07T16:52:50.987Z,,Los Angeles
10034444,2019-01-07T17:47:46.684Z,2019-01-09T02:34:12.151Z,Los Angeles
10034445,2019-01-07T18:54:14.666Z,2019-01-07T19:26:18.563Z,Chicago
10034446,2019-01-07T19:10:54.771Z,2019-01-07T19:31:44.032Z,Atlanta
10034447,2019-01-07T19:32:38.226Z,2019-01-07T20:07:03.434Z,Los Angeles
10034448,2019-01-07T19:44:52.054Z,2019-01-08T19:11:23.607Z,Atlanta
10034449,2019-01-07T19:47:15.088Z,2019-01-07T21:05:18.758Z,Los Angeles
10034450,2019-01-07T20:09:01.303Z,2019-02-26T15:57:28.162Z,Atlanta
10034451,2019-01-07T20:38:48.875Z,,Los Angeles
10034452,2019-01-07T20:51:38.603Z,2019-01-07T21:10:13.316Z,Atlanta
10034453,2019-01-07T21:22:33.113Z,2019-01-07T21:39:17.574Z,Atlanta
10034454,2019-01-07T22:17:17.438Z,2019-01-07T22:32:51.878Z,Chicago
10034455,2019-01-07T22:29:34.232Z,2019-01-07T22:46:43.382Z,Atlanta
10034456,2019-01-07T22:30:48.814Z,,Los Angeles
10034457,2019-01-07T22:35:04.990Z,,Chicago
10034458,2019-01-07T22:48:58.620Z,,Chicago
10034459,2019-01-07T22:52:14.221Z,,Chicago
10034460,2019-01-07T23:38:51.806Z,,Los Angeles
10034461,2019-01-07T23:39:12.480Z,,Chicago
10034462,2019-01-08T00:39:24.695Z,2019-01-08T00:55:39.986Z,Los Angeles
10034463,2019-01-08T01:01:57.680Z,2019-01-08T01:20:47.954Z,Los Angeles
10034464,2019-01-08T01:21:26.481Z,2019-01-08T02:02:08.080Z,Atlanta
10034465,2019-01-08T01:26:10.561Z,,Los Angeles
10034466,2019-01-08T01:47:00.645Z,2019-01-08T02:04:31.370Z,Chicago
10034467,2019-01-08T01:52:49.088Z,2019-01-08T02:48:28.477Z,Chicago
10034468,2019-01-08T02:36:07.784Z,,Atlanta
10034469,2019-01-08T02:41:51.470Z,,Atlanta
10034470,2019-01-08T02:57:10.069Z,2019-01-08T03:12:17.694Z,Chicago
10034471,2019-01-08T03:13:24.064Z,,Chicago
10034472,2019-01-08T03:41:48.002Z,2019-01-16T19:27:48.304Z,Los Angeles
10034473,2019-01-08T03:56:10.991Z,,Chicago
10034474,2019-01-08T04:11:46.517Z,2019-01-08T04:24:49.475Z,Los Angeles
10034475,2019-01-08T05:06:45.758Z,2019-07-07T19:37:14.693Z,Atlanta
10034476,2019-01-08T05:12:57.071Z,2019-01-17T17:05:16.892Z,Chicago
10034477,2019-01-08T05:30:35.625Z,2019-01-08T05:49:30.340Z,Atlanta
10034478,2019-01-08T06:11:58.685Z,2019-01-08T06:37:02.734Z,Los Angeles
10034479,2019-01-08T09:04:39.860Z,,Chicago
10034480,2019-01-08T09:07:31.393Z,2019-01-08T09:20:25.017Z,Chicago
10034481,2019-01-08T13:29:47.779Z,,Atlanta
10034482,2019-01-08T13:41:45.873Z,2019-01-08T14:23:54.975Z,Atlanta
10034483,2019-01-08T14:11:18.797Z,2019-01-08T15:41:40.729Z,Atlanta
10034484,2019-01-08T14:24:40.636Z,2019-01-08T15:13:14.556Z,Atlanta
10034485,2019-01-08T14:29:28.801Z,2019-01-08T17:15:51.924Z,Atlanta
10034486,2019-01-08T14:30:06.621Z,2019-01-08T15:01:39.507Z,Atlanta
10034487,2019-01-08T14:30:44.240Z,,Atlanta
10034488,2019-01-08T14:33:10.483Z,,Atlanta
10034489,2019-01-08T15:09:47.749Z,,Chicago
10034490,2019-01-08T15:16:13.701Z,2019-01-08T15:34:43.444Z,Atlanta
10034491,2019-01-08T15:40:29.837Z,2019-01-08T15:58:53.581Z,Atlanta
10034492,2019-01-08T15:51:00.617Z,,Chicago
10034493,2019-01-08T15:53:48.457Z,2019-01-08T16:16:47.324Z,Chicago
10034494,2019-01-08T15:54:30.539Z,2019-01-08T16:10:54.851Z,Chicago
10034496,2019-01-08T16:07:42.667Z,2019-01-08T16:35:07.734Z,Chicago
10034497,2019-01-08T16:15:41.168Z,2019-01-13T23:06:19.324Z,Atlanta
10034498,2019-01-08T16:21:08.147Z,2020-01-13T21:34:45.094Z,Atlanta
10034499,2019-01-08T16:26:27.715Z,2019-01-08T16:40:15.880Z,Chicago
10034500,2019-01-08T16:34:35.043Z,,Atlanta
10034501,2019-01-08T16:43:57.315Z,,Atlanta
10034502,2019-01-08T16:51:58.281Z,2019-01-08T17:32:58.077Z,Chicago
10034503,2019-01-08T16:52:01.459Z,2019-01-08T17:25:23.898Z,Chicago
10034504,2019-01-08T16:53:06.811Z,,Chicago
10034505,2019-01-08T17:09:40.822Z,2019-01-08T17:37:02.940Z,Chicago
10034506,2019-01-08T17:10:51.807Z,2019-01-08T17:36:28.500Z,Atlanta
10034507,2019-01-08T17:30:56.617Z,,Chicago
10034508,2019-01-08T17:39:29.612Z,,Atlanta
10034509,2019-01-08T18:04:19.639Z,2019-01-08T18:21:52.346Z,Los Angeles
10034510,2019-01-08T18:08:07.030Z,2019-01-08T18:36:26.621Z,Los Angeles
10034511,2019-01-08T18:21:39.221Z,2019-01-08T18:28:46.754Z,Los Angeles
10034512,2019-01-08T18:27:28.827Z,2019-01-08T19:25:41.317Z,Chicago
10034513,2019-01-08T18:40:22.003Z,2019-01-08T18:56:54.091Z,Los Angeles
10034514,2019-01-08T18:47:48.098Z,,Los Angeles
10034515,2019-01-08T18:51:20.691Z,,Atlanta
10034516,2019-01-08T19:53:03.225Z,2019-01-08T20:12:15.006Z,Atlanta
10034517,2019-01-08T20:00:10.900Z,2019-01-08T20:21:50.886Z,Los Angeles
10034518,2019-01-08T20:12:54.057Z,2019-03-20T12:33:07.336Z,Atlanta
10034519,2019-01-08T20:24:58.836Z,2019-01-08T20:56:56.131Z,Atlanta
10034520,2019-01-08T20:29:54.494Z,2019-01-13T17:43:06.338Z,Atlanta
10034521,2019-01-08T20:40:39.514Z,,Los Angeles
10034522,2019-01-08T21:03:20.295Z,2019-01-08T21:35:27.171Z,Los Angeles
10034523,2019-01-08T21:22:06.299Z,,Atlanta
10034524,2019-01-08T21:32:59.557Z,2019-01-08T22:50:13.704Z,Los Angeles
